"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Brazil",2030,101.84
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Brazil",2050,223.44
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Brazil",2030,119.49
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Brazil",2050,364.15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2010,22.67
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2021,199.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2022,245.38
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2030,753.21
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2050,1452.07
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2030,843.61
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Europe",2050,1851.74
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2010,22.47
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2021,158.59
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2022,201.54
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2030,625.67
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2050,1186.32
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2030,688.62
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","European Union",2050,1309.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2010,0.36
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2021,14.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2022,16.42
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2030,122.29
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2050,525.76
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2030,244.61
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Africa",2050,1859.13
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2010,0.02
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2021,13.06
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2022,17.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2030,147.01
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2050,642.54
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2030,141.47
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Middle East",2050,1573.88
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2021,4.93
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2022,6.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2030,17.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2050,43.5
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2030,24.91
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Eurasia",2050,110.46
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2021,2.22
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2022,2.53
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2030,5.61
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2050,16.16
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2030,6.96
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Russia",2050,40.53
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2010,5.55
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2021,588.73
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2022,749.61
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2030,3336.42
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2050,10867.66
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2030,3687.63
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Asia Pacific",2050,13715.41
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","China",2010,0.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","China",2021,327.09
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","China",2022,429.15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","China",2030,2294.43
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","China",2050,6801.49
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","China",2030,2427.73
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","China",2050,7889.16
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","India",2010,0.05
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","India",2021,75.57
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","India",2022,105.26
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","India",2030,480.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","India",2050,2499.14
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","India",2030,534.35
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","India",2050,3145.33
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2010,3.54
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2021,86.09
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2022,94.68
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2030,161.63
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2050,233.88
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2030,171.35
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Japan",2050,244.96
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2010,0.03
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2021,37.96
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2022,45.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2030,126.15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2050,632.57
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2030,213.34
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Electricity generation","TWh","Southeast Asia",2050,1293.31
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","World",2010,342.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","World",2021,1864.69
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","World",2022,2124.54
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","World",2030,5228.56
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","World",2050,11801.43
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","World",2030,6208.36
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","World",2050,18432.26
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","North America",2010,105.11
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","North America",2021,438.46
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","North America",2022,500.04
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","North America",2030,1107.19
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","North America",2050,2209.4
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","North America",2030,1421.07
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","North America",2050,3998.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","United States",2010,95.15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","United States",2021,382.81
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","United States",2022,442.39
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","United States",2030,1001.43
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","United States",2050,1916.84
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","United States",2030,1248.88
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","United States",2050,3516.43
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2010,3.46
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2021,105.84
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2022,119.13
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2030,251.83
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2050,655.67
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2030,279.02
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Central and South America",2050,1104.97
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2010,2.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2021,72.29
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2022,81.63
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2030,158.14
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2050,405.68
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2030,165.03
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Brazil",2050,466.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Europe",2010,154.02
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Europe",2021,500.16
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Europe",2022,556.53
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Europe",2030,1304.29
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Europe",2050,2382.26
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Europe",2030,1518.01
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Europe",2050,3489.02
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","European Union",2010,139.84
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","European Union",2021,386.87
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","European Union",2022,419.84
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","European Union",2030,984.77
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","European Union",2050,1789.74
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","European Union",2030,1120.52
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","European Union",2050,2593.83
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Africa",2010,2.37
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Africa",2021,22.64
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Africa",2022,24.93
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Africa",2030,89.72
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Africa",2050,302.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Africa",2030,128.28
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Africa",2050,593.23
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2010,0.17
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2021,3.04
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2022,3.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2030,25.53
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2050,231.98
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2030,42.05
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Middle East",2050,664.51
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2010,0.01
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2021,5.68
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2022,8.36
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2030,22.86
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2050,92.44
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2030,41.51
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Eurasia",2050,248.95
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Russia",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Russia",2021,3.31
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Russia",2022,4.72
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Russia",2030,12.12
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Russia",2050,68.81
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Russia",2030,17.45
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Russia",2050,114.41
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2010,77.06
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2021,788.87
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2022,911.74
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2030,2427.15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2050,5927.48
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2030,2778.42
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Asia Pacific",2050,8333.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","China",2010,44.62
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","China",2021,656.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","China",2022,762.39
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","China",2030,1962.95
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","China",2050,3875.94
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","China",2030,2026.06
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","China",2050,4025.65
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","India",2010,19.66
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","India",2021,77.14
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","India",2022,79.35
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","India",2030,189.03
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","India",2050,1071.14
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","India",2030,241.45
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","India",2050,1449.48
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Japan",2010,4.02
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Japan",2021,9.43
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Japan",2022,9.58
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Japan",2030,64.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Japan",2050,208.34
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Japan",2030,77.83
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Japan",2050,314.45
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2010,0.12
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2021,8.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2022,13.81
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2030,54.57
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2050,227.55
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2030,147.75
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Electricity generation","TWh","Southeast Asia",2050,1206.94
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","World",2010,2756.29
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","World",2021,2809.89
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","World",2022,2681.83
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","World",2030,3351.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","World",2050,4353.08
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","World",2030,3495.73
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","World",2050,5300.88
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2010,935.47
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2021,916.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2022,897.88
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2030,924.74
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2050,933.93
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2030,926.01
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","North America",2050,1194.99
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2010,838.93
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2021,811.55
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2022,804.25
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2030,825.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2050,803.93
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2030,825.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","United States",2050,1022.68
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2010,21.69
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2021,25.58
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2022,22.55
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2030,31.02
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2050,74.85
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2030,35.05
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Central and South America",2050,82.92
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2010,14.52
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2021,14.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2022,14.56
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2030,23.79
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2050,45.38
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2030,24.41
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Brazil",2050,44.89
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2010,1032.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2021,888.95
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2022,750.33
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2030,808.17
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2050,780.57
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2030,894.35
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Europe",2050,969.96
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2010,854.47
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2021,731.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2022,606.85
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2030,623.38
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2050,575.66
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2030,702.97
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","European Union",2050,697.86
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2010,12.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2021,12.36
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2022,10.87
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2030,23.86
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2050,43.45
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2030,28.59
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Nuclear","Electricity generation","TWh","Africa",2050,72.3
